"screen_name","retweet_screen_name","retweet_count"
"RaulJalil_ok","carlavizzotti",1
"RaulJalil_ok","frigeriorogelio",1
"RaulJalil_ok","gkatopodis",2
"RaulJalil_ok","jmcapitanich",1
"RaulJalil_ok","jorgeferraresi",2
"RaulJalil_ok","magariovero",1
"RaulJalil_ok","mariomeoni",1
"RaulJalil_ok","sergiounac",1
"RaulJalil_ok","trottanico",1
"RaulJalil_ok","wadodecorrido",4
"RauschenbergerA","FrenteDeTodos",2
"RauschenbergerA","Martin_M_Guzman",2
"RauschenbergerA","RCSalvarezza",2
"RauschenbergerA","ZiliottoSergio",1
"ReyesFernanda","Maxiferraro",2
"ReyesFernanda","elisacarrio",4
"RicardoWellbach","JoseLuisRamonOk",1
"RicardoWellbach","herrerayflia",4
"RicardoWellbach","trottanico",1
"RobertoFeletti","Kicillofok",1
"RobertoFeletti","LEBasterra",2
"RobertoFeletti","magariovero",5
"RomiUhrig","FrenteDeTodos",1
"RominaDelPla","FdeIzquierda",2
"RominaDelPla","PartidoObrero",28
"RominaDelPla","Solanopo",2
"RominaDelPla","nestorpitrola",14
"RosaRosario06","SergioMassa",1
"RosaRosario06","alferdez",1
"RosanaBertone","DomingoAmayaOk",1
"RosanaBertone","FilmusDaniel",1
"RosanaBertone","FrenteDeTodos",1
"RosanaBertone","felipe_sola",1
"RosanaBertone","frigeriorogelio",1
"RossiAgustinOk","CFKArgentina",1
"RossiAgustinOk","CasaRosada",4
"RossiAgustinOk","FerRaverta",1
"RossiAgustinOk","FilmusDaniel",2
"RossiAgustinOk","MindefArg",49
"RossiAgustinOk","RossiAgustinOk",1
"RossiAgustinOk","SantiCafiero",1
"RossiAgustinOk","alferdez",2
"RossiAgustinOk","juancabandie",2
"RossiAgustinOk","rossi_delfina",1
"RubinsteinOk","PinedoFederico",1
"RubinsteinOk","UCRNacional",1
"RubinsteinOk","brendalisaustin",1
"RubinsteinOk","msalnacion",1
"SPerezTeruel","BAProvincia",2
"SPerezTeruel","JesicaRey",1
"SPerezTeruel","Kicillofok",2
"Sabbatella","BAProvincia",1
"Sabbatella","CFKArgentina",1
"Sabbatella","CasaRosada",8
"Sabbatella","FrenteDeTodos",32
"Sabbatella","Kicillofok",8
"Sabbatella","MoniMacha",14
"Sabbatella","UniCiudadanaAR",2
"Sabbatella","alferdez",11
"Sabbatella","danyvilar",1
"Sabbatella","gkatopodis",1
"Sabbatella","minsaurralde",2
"SabinaFrederic","AgriculturaAR",2
"SabinaFrederic","FilmusDaniel",2
"SabinaFrederic","HugoYasky",1
"SabinaFrederic","MinSeg",4
"SabinaFrederic","RCSalvarezza",1
"SabinaFrederic","SantiCafiero",2
"SabinaFrederic","alferdez",6
"SabinaFrederic","carlavizzotti",2
"SahadJulio","AgriculturaAR",1
"SahadJulio","DeportesAR",1
"SahadJulio","FZamarbide",1
"SahadJulio","GiScaglia",1
"SahadJulio","HectorBaldassi",1
"SahadJulio","JCanoOK",1
"SahadJulio","JulioMartinezLR",1
"SahadJulio","LucilaLehmann",1
"SahadJulio","NicoDujovne",1
"SahadJulio","PatoBullrich",2
"SahadJulio","SilviaEdePerez",1
"SahadJulio","Sofiabrambilla",1
"SahadJulio","WolffWaldo",2
"SahadJulio","elisacarrio",1
"SahadJulio","enriquezjorge",1
"SahadJulio","gabimichetti",1
"SahadJulio","ines_byd",1
"SahadJulio","lorematzen",1
"SahadJulio","marquitospena",1
"SahadJulio","mauriciomacri",2
"SahadJulio","proargentina",1
"SantiCafiero","CFKArgentina",1
"SantiCafiero","CasaRosada",6
"SantiCafiero","CascallaresPJ",1
"SantiCafiero","FerRaverta",2
"SantiCafiero","FilmusDaniel",1
"SantiCafiero","FrenteDeTodos",2
"SantiCafiero","Kicillofok",1
"SantiCafiero","KulfasM",10
"SantiCafiero","Martin_M_Guzman",2
"SantiCafiero","MatiasLammens",2
"SantiCafiero","MindeTransporte",2
"SantiCafiero","MindefArg",1
"SantiCafiero","QuintelaRicardo",1
"SantiCafiero","RCSalvarezza",8
"SantiCafiero","RandazzoF",1
"SantiCafiero","alferdez",24
"SantiCafiero","carlavizzotti",6
"SantiCafiero","ginesggarcia",1
"SantiCafiero","gkatopodis",2
"SantiCafiero","gustavomelella",2
"SantiCafiero","juancabandie",1
"SantiCafiero","mariomeoni",1
"SantiCafiero","mmlosardo",2
"SantiCafiero","msalnacion",1
"SantiCafiero","sbatakis",1
"SantiCafiero","trottanico",2
"SanzErnesto","JulioMartinezLR",1
"SanzErnesto","Stolbizer",1
"SanzErnesto","UCRNacional",2
"SanzErnesto","fabiojquetglas",1
"SchiavoniH","AgriculturaAR",1
"SchiavoniH","CasaRosada",1
"SchiavoniH","Guillodietrich",1
"SchiavoniH","IngridJetter",1
"SchiavoniH","MinTrabajoAR",1
"SchiavoniH","MindefArg",1
"SchiavoniH","PatoBullrich",1
"SchiavoniH","PinedoFederico",1
"SchiavoniH","SusanaMalcorra",1
"SchiavoniH","TurismoNacionAR",1
"SchiavoniH","ansesgob",1
"SchiavoniH","ciencia_ar",1
"SchiavoniH","frigeriorogelio",1
"SchiavoniH","hernanlacunza",2
"SchiavoniH","horaciorlarreta",2
"SchiavoniH","mauriciomacri",4
"SchiavoniH","msalnacion",1
"SchiavoniH","proargentina",2
"SchiavoniH","produccion_arg",1
"SebaSalvadorOk","FerIglesias",1
"SebaSalvadorOk","UCRNacional",1
"SebaSalvadorOk","fsuarezlastra",1
"SebasGalmarini","FrenteRenovador",6
"SebasGalmarini","GracielaCamano",1
"SebasGalmarini","GustavoSaenzOK",1
"SebasGalmarini","Kicillofok",1
"SebasGalmarini","MalenaMassa",1
"SebasGalmarini","PatoBullrich",1
"SebasGalmarini","SergioMassa",4
"SebasGalmarini","Stolbizer",2
"SebasGalmarini","alferdez",1
"SebasGalmarini","dmvasco",1
"SebasGalmarini","mirtatundis",1
"SenadorLuenzo","AnaMariaIanni",1
"SenadorLuenzo","JorgeTaiana",2
"SenadorLuenzo","LicDanielArroyo",1
"SenadorLuenzo","SantiCafiero",8
"SenadorLuenzo","SenadorLuenzo",1
"SenadorLuenzo","alferdez",4
"SenadorLuenzo","marianorecalde",2
"SenadoraBlas","LuciaCorpacci",1
"SenadoraBlas","RaulJalil_ok",2
"SergioBerniArg","CFKArgentina",1
"SergioBerniArg","DrDanielGollan",1
"SergioBerniArg","Kicillofok",2
"SergioBerniArg","MinSeg",1
"SergioBerniArg","danielscioli",1
"SergioBerniArg","espinolacamau",1
"SergioBerniArg","mayrasmendoza",1
"SergioGCasas","DaniloAFlores",2
"SergioGCasas","Pontifex_es",2
"SergioGCasas","QuintelaRicardo",1
"SergioGCasas","alferdez",1
"SergioGCasas","bebasoria",2
"SergioMassa","FrenteRenovador",1
"SergioMassa","GracielaCamano",1
"SergioMassa","GustavoSaenzOK",1
"SergioMassa","MalenaMassa",1
"SergioMassa","SantiCafiero",2
"SergioMassa","SebasGalmarini",1
"SergioMassa","alferdez",1
"SergioMassa","ceciliamoreauok",1
"SergioMassa","dmvasco",6
"SergioMassa","mariomeoni",1
"SergioMassa","mirtatundis",1
"SilGinocchio","CancilleriaARG",2
"SilGinocchio","CasaRosada",5
"SilGinocchio","CrisAlvarezRod",2
"SilGinocchio","Economia_Ar",2
"SilGinocchio","EliGAlcorta",2
"SilGinocchio","FerRaverta",2
"SilGinocchio","FilmusDaniel",2
"SilGinocchio","FrenteDeTodos",11
"SilGinocchio","KulfasM",14
"SilGinocchio","LicDanielArroyo",2
"SilGinocchio","MDSNacion",2
"SilGinocchio","MatiasLammens",1
"SilGinocchio","MinTrabajoAR",4
"SilGinocchio","Pontifex_es",2
"SilGinocchio","RaulJalil_ok",16
"SilGinocchio","SantiCafiero",13
"SilGinocchio","SilGinocchio",2
"SilGinocchio","TurismoNacionAR",2
"SilGinocchio","Vsiley",1
"SilGinocchio","alferdez",16
"SilGinocchio","ansesgob",1
"SilGinocchio","carlavizzotti",2
"SilGinocchio","ginesggarcia",8
"SilGinocchio","gkatopodis",2
"SilGinocchio","produccion_arg",1
"SilGinocchio","trottanico",2
"SilGinocchio","wadodecorrido",2
"SilviaEdePerez","JCanoOK",2
"SilviaEdePerez","PatoBullrich",2
"SilviaEdePerez","UCRNacional",2
"SilviaEdePerez","ines_byd",1
"Sofiabrambilla","M_Campagnoli",1
"Sofiabrambilla","MariaLujan_Rey",2
"Sofiabrambilla","PinedoFederico",1
"Sofiabrambilla","andreshibarra",1
"Sofiabrambilla","gustavovaldesok",16
"Sofiabrambilla","ipetrella",1
"Sofiabrambilla","mariuvidal",1
"Sofiabrambilla","mauriciomacri",2
"Sofiabrambilla","msalnacion",1
"Sofiabrambilla","omardemarchi",2
"Sofiabrambilla","proargentina",2
"SoherElSukaria","Guillodietrich",1
"SoherElSukaria","WolffWaldo",1
"SoherElSukaria","brendalisaustin",2
"SoherElSukaria","cristianritondo",2
"SoherElSukaria","gracielaocana",2
"SoherElSukaria","hernanlacunza",2
"SoherElSukaria","ipetrella",1
"SoherElSukaria","mauriciomacri",2
"SoherElSukaria","proargentina",1
"Solanopo","FdeIzquierda",58
"Solanopo","PartidoObrero",29
"Solanopo","RominaDelPla",8
"Solanopo","Solanopo",25
"Solanopo","nestorpitrola",14
"Soledad_Acunia","diegosantilli",1
"SoriaEnAccion","AlumeKarim",8
"SoriaEnAccion","Gra_Landriscini",1
"SoriaEnAccion","MaEmiliaSoria",2
"SoriaEnAccion","alferdez",2
"SoriaEnAccion","dariomartinezpj",1
"SoriaEnAccion","trottanico",1
"Stolbizer","FrenteRenovador",1
"Stolbizer","MalenaMassa",1
"Stolbizer","MiguelLifschitz",1
"Stolbizer","dalesmm",1
"Stolbizer","luispetri",1
"Stolbizer","mirtatundis",1
"SusanaMalcorra","CancilleriaARG",2
"TOPOarg","BeatrizMirkinOk",1
"TOPOarg","BuccaBali",1
"TOPOarg","Dip_Gutierrez",6
"TOPOarg","GracielaCamano",2
"TOPOarg","GustavoSaenzOK",1
"TOPOarg","LuisContigiani",5
"TOPOarg","MiguelLifschitz",4
"TOPOarg","RLavagna",1
"TatoBrown","AgriculturaAR",1
"TatoBrown","CasaRosada",1
"TatoBrown","TatoBrown",1
"TatoBrown","dariomartinezpj",2
"TatoBrown","ditulliojuli",1
"TatoBrown","dmvasco",3
"TatoBrown","gkatopodis",1
"TatoBrown","joseluisgioja",1
"TatoBrown","lauritalonso",1
"TatoBrown","mauriciomacri",2
"TereGarciaOK","BAProvincia",1
"TereGarciaOK","CFKArgentina",1
"TereGarciaOK","Carli_Bianco",1
"TereGarciaOK","CarlosHeller",1
"TereGarciaOK","CostaAugusto9",1
"TereGarciaOK","CrisAlvarezRod",4
"TereGarciaOK","DrDanielGollan",2
"TereGarciaOK","Kicillofok",13
"TereGarciaOK","MaraBrawer",2
"TereGarciaOK","MatiasRodrigTDF",1
"TereGarciaOK","RossiAgustinOk",2
"TereGarciaOK","SaludBAP",13
"TereGarciaOK","SantiCafiero",1
"TereGarciaOK","SergioBerniArg",1
"TereGarciaOK","TereGarciaOK",1
"TereGarciaOK","alferdez",1
"TereGarciaOK","larroqueandres",2
"TereGarciaOK","minsaurralde",23
"TereGarciaOK","wadodecorrido",1
"Titostefani","CasaRosada",1
"Titostefani","ClauNaj",1
"Titostefani","FerIglesias",2
"Titostefani","Guillodietrich",1
"Titostefani","LaspinaL",2
"Titostefani","PatoBullrich",20
"Titostefani","WolffWaldo",2
"Titostefani","_alvarogonzalez",6
"Titostefani","ansesgob",1
"Titostefani","frigeriorogelio",2
"Titostefani","hernanberisso",2
"Titostefani","ipetrella",8
"Titostefani","luisnaidenoff",1
"Titostefani","marquitospena",1
"Titostefani","mauriciomacri",2
"Titostefani","omardemarchi",10
"TotyFlores","AliciaTerada_",2
"TotyFlores","FerIglesias",1
"TotyFlores","IngridJetter",1
"TotyFlores","JnmLopez",2
"TotyFlores","KBanfi",1
"TotyFlores","LucilaLehmann",1
"TotyFlores","M_Campagnoli",1
"TotyFlores","ManziRubenOk",1
"TotyFlores","MariaLujan_Rey",1
"TotyFlores","MariaMigliore",1
"TotyFlores","MarianStil",1
"TotyFlores","MarianaZuvic",2
"TotyFlores","Maxiferraro",2
"TotyFlores","PatoBullrich",1
"TotyFlores","PinedoFederico",1
"TotyFlores","alefinocchiaro",1
"TotyFlores","andreshibarra",1
"TotyFlores","bazzemiguel",1
"TotyFlores","clauavruj",1
"TotyFlores","dalessamauricio",1
"TotyFlores","elisacarrio",2
"TotyFlores","gracielaocana",1
"TotyFlores","hernanlacunza",1
"TotyFlores","juancurutchet",1
"TotyFlores","marioraulnegri",1
"TotyFlores","mariuvidal",1
"TotyFlores","mauriciomacri",1
"TotyFlores","pau_oliveto",1
"TurismoNacionAR","CasaRosada",3
"TurismoNacionAR","gcba",1
"UCRNacional","BuryaileRicardo",28
"UCRNacional","CarlaCarrizoAR",2
"UCRNacional","ClauNaj",13
"UCRNacional","DiegoMMestre",1
"UCRNacional","DipRoxanaReyes",6
"UCRNacional","EduardoCostaSC",2
"UCRNacional","FZamarbide",2
"UCRNacional","GerardoMorales",43
"UCRNacional","GugaLusto",6
"UCRNacional","JCanoOK",20
"UCRNacional","JimehLatorre",2
"UCRNacional","JorgeVara8",2
"UCRNacional","JosefaMendo",2
"UCRNacional","Juancmarino",1
"UCRNacional","KBanfi",10
"UCRNacional","MSoleCarrizo",15
"UCRNacional","MarioFiad",1
"UCRNacional","NanniMiguel",2
"UCRNacional","PameVerasay",2
"UCRNacional","RubinsteinOk",17
"UCRNacional","SebaSalvadorOk",44
"UCRNacional","SilviaEdePerez",6
"UCRNacional","UCRNacional",2
"UCRNacional","XimenaGarciaBl",1
"UCRNacional","Yaco_Emiliano",4
"UCRNacional","alejandrocacace",2
"UCRNacional","alfredocornejo",90
"UCRNacional","atiliobenedetti",4
"UCRNacional","bazzemiguel",2
"UCRNacional","blancopabloda",7
"UCRNacional","brendalisaustin",26
"UCRNacional","fabiojquetglas",4
"UCRNacional","fsuarezlastra",2
"UCRNacional","gabrielamlena",4
"UCRNacional","gustamenna",14
"UCRNacional","gustavovaldesok",17
"UCRNacional","ines_byd",8
"UCRNacional","joselriccardo",4
"UCRNacional","juliocobos",10
"UCRNacional","lorematzen",14
"UCRNacional","luisnaidenoff",21
"UCRNacional","luispetri",11
"UCRNacional","mabyburgos",4
"UCRNacional","marioraulnegri",32
"UCRNacional","martinezdolom",14
"UCRNacional","rodysuarez",5
"VMoralesGorleri","CaroStanley",1
"VMoralesGorleri","LaspinaL",2
"VMoralesGorleri","MariaMigliore",2
"VMoralesGorleri","MercedesJoury",2
"VMoralesGorleri","Soledad_Acunia",12
"VMoralesGorleri","VMoralesGorleri",1
"VMoralesGorleri","_alvarogonzalez",14
"VMoralesGorleri","cristianritondo",2
"VMoralesGorleri","diegosantilli",2
"VMoralesGorleri","hernanberisso",2
"VMoralesGorleri","horaciorlarreta",2
"VMoralesGorleri","marquitospena",1
"VMoralesGorleri","mauriciomacri",2
"VMoralesGorleri","msalnacion",2
"VZimmermannOK","VZimmermannOK",1
"VZimmermannOK","alfredocornejo",7
"VZimmermannOK","luisnaidenoff",1
"VZimmermannOK","mauriciomacri",1
"VilmaIbarraL","AlciraArgumedo",1
"VilmaIbarraL","alferdez",1
"VilmaIbarraL","marcoscleri",1
"VilmaIbarraL","myriambregman",1
"VilmaIbarraL","wadodecorrido",1
"Vsiley","BAProvincia",8
"Vsiley","CFKArgentina",1
"Vsiley","CasaRosada",2
"Vsiley","ClaudiaTodos",2
"Vsiley","CrisAlvarezRod",1
"Vsiley","DrDanielGollan",2
"Vsiley","EliGAlcorta",1
"Vsiley","FerRaverta",1
"Vsiley","FrenteDeTodos",9
"Vsiley","HugoYasky",2
"Vsiley","JorgeTaiana",1
"Vsiley","Kicillofok",6
"Vsiley","MinGenerosAR",1
"Vsiley","MinTrabajoAR",16
"Vsiley","RCSalvarezza",14
"Vsiley","UniCiudadanaAR",10
"Vsiley","alferdez",4
"Vsiley","dipwaltercorrea",4
"Vsiley","ginesggarcia",1
"Vsiley","rodotailhade",8
"Vsiley","sacnun",2
"Vsiley","wadodecorrido",1
"WolffWaldo","FerIglesias",1
"WolffWaldo","JCanoOK",1
"WolffWaldo","KBanfi",1
"WolffWaldo","LaspinaL",1
"WolffWaldo","LucilaLehmann",1
"WolffWaldo","MariaLujan_Rey",1
"WolffWaldo","MonicaFradeok",2
"WolffWaldo","PatoBullrich",2
"WolffWaldo","PinedoFederico",1
"WolffWaldo","SahadJulio",1
"WolffWaldo","SebaSalvadorOk",8
"WolffWaldo","UCRNacional",1
"WolffWaldo","WolffWaldo",126
"WolffWaldo","_alvarogonzalez",1
"WolffWaldo","cristianritondo",2
"WolffWaldo","hernanlacunza",2
"WolffWaldo","jorgemacri",6
"WolffWaldo","lauritalonso",1
"WolffWaldo","luispetri",1
"WolffWaldo","mauriciomacri",2
"XimenaGarciaBl","AscarateLidia",2
"XimenaGarciaBl","BuryaileRicardo",1
"XimenaGarciaBl","CarlaCarrizoAR",2
"XimenaGarciaBl","ClauNaj",2
"XimenaGarciaBl","FerIglesias",2
"XimenaGarciaBl","JCanoOK",2
"XimenaGarciaBl","KBanfi",2
"XimenaGarciaBl","RubinsteinOk",1
"XimenaGarciaBl","UCRNacional",2
"XimenaGarciaBl","_alvarogonzalez",1
"XimenaGarciaBl","alejandrocacace",1
"XimenaGarciaBl","brendalisaustin",1
"XimenaGarciaBl","fabiojquetglas",1
"XimenaGarciaBl","hernanberisso",1
"XimenaGarciaBl","lorematzen",1
"XimenaGarciaBl","luisnaidenoff",1
"XimenaGarciaBl","marioraulnegri",4
"XimenaGarciaBl","slospennato",1
"Yaco_Emiliano","CarlaCarrizoAR",1
"Yaco_Emiliano","GugaLusto",12
"Yaco_Emiliano","RICALFONSIN",1
"Yaco_Emiliano","Soledad_Acunia",10
"Yaco_Emiliano","UCRNacional",2
"Yaco_Emiliano","Yaco_Emiliano",1
"Yaco_Emiliano","horaciorlarreta",1
"YoSoyMartiniano","FernanQuirosBA",2
"YoSoyMartiniano","Guillodietrich",1
"YoSoyMartiniano","PinedoFederico",2
"YoSoyMartiniano","YoSoyMartiniano",1
"YoSoyMartiniano","diegosantilli",2
"YoSoyMartiniano","estebanbullrich",2
"YoSoyMartiniano","gcba",2
"YoSoyMartiniano","hernanlacunza",2
"YoSoyMartiniano","horaciorlarreta",4
"YoSoyMartiniano","jorgemacri",3
"YoSoyMartiniano","juancurutchet",1
"YoSoyMartiniano","mariuvidal",1
"YoSoyMartiniano","mauriciomacri",2
"YoSoyMartiniano","slospennato",4
"ZiliottoSergio","FerRaverta",1
"ZiliottoSergio","alferdez",2
"ZiliottoSergio","wadodecorrido",2
"_CarlosSelva","AlumeKarim",1
"_CarlosSelva","CrisAlvarezRod",1
"_CarlosSelva","FrenteDeTodos",1
"_CarlosSelva","FrenteRenovador",6
"_CarlosSelva","Kicillofok",1
"_CarlosSelva","Martin_M_Guzman",2
"_CarlosSelva","MindeTransporte",1
"_CarlosSelva","SergioMassa",2
"_CarlosSelva","mariomeoni",1
"_alvarogonzalez","Guillodietrich",1
"_alvarogonzalez","JorgeFaurie",1
"_alvarogonzalez","LaspinaL",2
"_alvarogonzalez","Maxiferraro",1
"_alvarogonzalez","PinedoFederico",1
"_alvarogonzalez","Yaco_Emiliano",2
"_alvarogonzalez","cristianritondo",2
"_alvarogonzalez","diegosantilli",2
"_alvarogonzalez","horaciorlarreta",3
"_alvarogonzalez","marioraulnegri",1
"_alvarogonzalez","mauriciomacri",2
"_alvarogonzalez","proargentina",1
"adrianperezARG","HermesBinner",1
"adrianperezARG","PatoBullrich",2
"adrianperezARG","UCRNacional",2
"adrianperezARG","alfredocornejo",1
"adrianperezARG","fedesturze",1
"adrianperezARG","frigeriorogelio",2
"adrianperezARG","gkatopodis",1
"adrianperezARG","gracielaocana",12
"adrianperezARG","horaciorlarreta",4
"adrianperezARG","marioraulnegri",2
"agussimone","BAProvincia",38
"agussimone","CasaRosada",1
"agussimone","FlorLampreabe",1
"agussimone","Kicillofok",53
"agussimone","ObrasPublicasAR",1
"agussimone","gkatopodis",2
"agussimone","mayrasmendoza",1
"albertoasseff","MalenaMassa",1
"albertoasseff","albertoasseff",2
"albertoasseff","enriquezjorge",1
"albertoasseff","herlombardi",1
"alefinocchiaro","BAProvincia",1
"alefinocchiaro","CancilleriaARG",1
"alefinocchiaro","EducacionAR",2
"alefinocchiaro","FerIglesias",1
"alefinocchiaro","JosefaMendo",1
"alefinocchiaro","TotyFlores",2
"alefinocchiaro","WolffWaldo",1
"alefinocchiaro","Yaco_Emiliano",1
"alefinocchiaro","YoSoyMartiniano",1
"alefinocchiaro","hernanberisso",1
"alefinocchiaro","hernanlacunza",2
"alefinocchiaro","jorgemacri",2
"alefinocchiaro","marquitospena",1
"alefinocchiaro","mauriciomacri",4
"alejandrocacace","JimehLatorre",1
"alejandrocacace","MinTrabajoAR",1
"alejandrocacace","UCRNacional",1
"alejandrocacace","XimenaGarciaBl",1
"alejandrocacace","Yaco_Emiliano",2
"alejandrocacace","alfredocornejo",10
"alejandrocacace","gracielaocana",10
"alejandrocacace","gustamenna",1
"alejandrocacace","luispetri",10
"alejandrojg","CasaRosada",1
"alejandrojg","Guillodietrich",1
"alejandrojg","LegisCABA",1
"alejandrojg","_alvarogonzalez",1
"alejandrojg","carmenpolledo",3
"alejandrojg","cristianritondo",1
"alejandrojg","diegosantilli",2
"alejandrojg","estebanbullrich",1
"alejandrojg","gabimichetti",3
"alejandrojg","gcba",5
"alejandrojg","herlombardi",1
"alejandrojg","horaciorlarreta",2
"alejandrojg","lauritalonso",2
"alejandrojg","mariuvidal",1
"alejandrojg","mauriciomacri",6
"alejandrojg","proargentina",4
"alejandrojg","sergiobergman",1
"alevigo","JSchiaretti",6
"alferdez","CasaRosada",20
"alferdez","EducacionAR",2
"alferdez","FilmusDaniel",1
"alferdez","FrenteDeTodos",1
"alferdez","KulfasM",10
"alferdez","LicDanielArroyo",12
"alferdez","MindefArg",1
"alferdez","RCSalvarezza",12
"alferdez","RossiAgustinOk",2
"alferdez","SantiCafiero",16
"alferdez","ZiliottoSergio",1
"alferdez","alferdez",1
"alferdez","carlavizzotti",2
"alferdez","danielscioli",2
"alferdez","felipe_sola",2
"alferdez","ginesggarcia",7
"alferdez","gkatopodis",1
"alferdez","jorgeferraresi",8
"alferdez","juancabandie",1
"alferdez","minsaurralde",2
"alferdez","mmlosardo",22
"alferdez","trottanico",2
"alferdez","wadodecorrido",1
"alfonsopratgay","alferdez",1
"alfonsopratgay","juliocobos",2
"alfonsopratgay","lauritalonso",1
"alfonsopratgay","rgillavedra",1
"alfredocornejo","CasaRosada",1
"alfredocornejo","Guillodietrich",1
"alfredocornejo","PatoBullrich",1
"alfredocornejo","RubinsteinOk",1
"alfredocornejo","UCRNacional",2
"alfredocornejo","luispetri",1
"alfredodeangeli","AgriculturaAR",2
"alfredodeangeli","JCanoOK",1
"alfredodeangeli","MinTrabajoAR",1
"alfredodeangeli","NicoDujovne",1
"alfredodeangeli","PatoBullrich",4
"alfredodeangeli","RGBasualdo",1
"alfredodeangeli","SchiavoniH",2
"alfredodeangeli","alefinocchiaro",1
"alfredodeangeli","alfredocornejo",2
"alfredodeangeli","gabimichetti",1
"alfredodeangeli","lauritalonso",1
"alfredodeangeli","mauriciomacri",3
"aliciafregonese","AgriculturaAR",1
"aliciafregonese","BuryaileRicardo",2
"aliciafregonese","ClauNaj",1
"aliciafregonese","Economia_Ar",1
"aliciafregonese","FerIglesias",1
"aliciafregonese","GiScaglia",1
"aliciafregonese","IngridJetter",1
"aliciafregonese","JCanoOK",2
"aliciafregonese","LucilaLehmann",1
"aliciafregonese","M_Campagnoli",3
"aliciafregonese","Maxiferraro",2
"aliciafregonese","MiguelPichetto",1
"aliciafregonese","PatoBullrich",2
"aliciafregonese","PinedoFederico",1
"aliciafregonese","Sofiabrambilla",2
"aliciafregonese","SoherElSukaria",1
"aliciafregonese","Solanopo",1
"aliciafregonese","TotyFlores",1
"aliciafregonese","UCRNacional",1
"aliciafregonese","VMoralesGorleri",1
"aliciafregonese","WolffWaldo",1
"aliciafregonese","_alvarogonzalez",4
"aliciafregonese","alefinocchiaro",1
"aliciafregonese","andreshibarra",1
"aliciafregonese","atiliobenedetti",1
"aliciafregonese","brendalisaustin",1
"aliciafregonese","carmenpolledo",1
"aliciafregonese","cristianritondo",1
"aliciafregonese","eflangan",1
"aliciafregonese","fabiojquetglas",1
"aliciafregonese","fangelini",1
"aliciafregonese","frigeriorogelio",1
"aliciafregonese","gabimichetti",1
"aliciafregonese","gabrielamlena",1
"aliciafregonese","gracielaocana",1
"aliciafregonese","hernanberisso",1
"aliciafregonese","hernanlacunza",1
"aliciafregonese","ipetrella",1
"aliciafregonese","lmetchevehere",1
"aliciafregonese","luispetri",2
"aliciafregonese","marioraulnegri",2
"aliciafregonese","mauriciomacri",1
"aliciafregonese","omardemarchi",1
"aliciafregonese","pau_oliveto",1
"aliciafregonese","produccion_arg",1
"aliciafregonese","sergiobergman",1
"aliciafregonese","slospennato",2
"aliciakirchner","CFKArgentina",2
"aliciakirchner","MDSNacion",1
"altamirajorge","altamirajorge",1
"anabelfsagasti","CFKArgentina",1
"anabelfsagasti","CasaRosada",4
"anabelfsagasti","FrenteDeTodos",1
"anabelfsagasti","KulfasM",1
"anabelfsagasti","LicDanielArroyo",1
"anabelfsagasti","MarisaUcedaOk",2
"anabelfsagasti","SantiCafiero",2
"anabelfsagasti","alferdez",2
"anabelfsagasti","mayrasmendoza",1
"anabelfsagasti","msalnacion",2
"anabelfsagasti","trottanico",1
"andreshibarra","BancoCentral_AR",1
"andreshibarra","CasaRosada",1
"andreshibarra","Soledad_Acunia",2
"andreshibarra","gabimichetti",1
"andreshibarra","herlombardi",4
"andreshibarra","mauriciomacri",4
"ansesgob","alferdez",1
"arcionimariano","SantiCafiero",1
"arsaa2019","arsaa2019",1
"atiliobenedetti","ClauNaj",1
"atiliobenedetti","UCRNacional",2
"atiliobenedetti","elisacarrio",1
"atiliobenedetti","marioraulnegri",1
"atiliobenedetti","mauriciomacri",1
"bazzemiguel","JulioMartinezLR",1
"bazzemiguel","RICALFONSIN",2
"bazzemiguel","marioraulnegri",1
"bebasoria","CFKArgentina",1
"bebasoria","FrenteDeTodos",1
"bebasoria","QuintelaRicardo",2
"bebasoria","SergioGCasas",1
"betty_rojkes","BeatrizMirkinOk",24
"betty_rojkes","CFKArgentina",14
"betty_rojkes","CrisAlvarezRod",2
"betty_rojkes","FrenteDeTodos",12
"betty_rojkes","JorgeTaiana",2
"betty_rojkes","MaraBrawer",1
"betty_rojkes","RICALFONSIN",4
"betty_rojkes","alferdez",2
"betty_rojkes","bebasoria",10
"betty_rojkes","ditulliojuli",1
"betty_rojkes","gabicerru",2
"betty_rojkes","ginesggarcia",14
"betty_rojkes","pyedlin",1
"blancopabloda","JosefaMendo",1
"blancopabloda","Juancmarino",1
"blancopabloda","JulioMartinezLR",2
"blancopabloda","PedroBraillardP",1
"blancopabloda","RubinsteinOk",2
"blancopabloda","UCRNacional",2
"blancopabloda","alejandrocacace",1
"blancopabloda","luisnaidenoff",4
"blancopabloda","marioraulnegri",2
"bordet","SantiCafiero",1
"bordet","alferdez",2
"bordet","ginesggarcia",2
"bordet","gkatopodis",1
"bordet","jorgeferraresi",2
"brendalisaustin","AscarateLidia",1
"brendalisaustin","BuryaileRicardo",2
"brendalisaustin","CarlaCarrizoAR",2
"brendalisaustin","ClauNaj",2
"brendalisaustin","DipRoxanaReyes",1
"brendalisaustin","JCanoOK",1
"brendalisaustin","JimehLatorre",1
"brendalisaustin","JosefaMendo",1
"brendalisaustin","KBanfi",12
"brendalisaustin","MSoleCarrizo",8
